"Term ID","Term Name","Term Slug","Parent Slug"
14059,Pierce-Arrow,1921-pierce-arrow,1921
14060,Willys,1921-willys,1921
14061,Ford,1920-ford,1920
14062,Pierce-Arrow,1920-pierce-arrow,1920
14063,Willys,1920-willys,1920
14064,Ford,1919-ford,1919
14065,Velie,1919-velie,1919
14066,Willys,1919-willys,1919
14067,Ford,1918-ford,1918
14068,Locomobile,1918-locomobile,1918
14069,Pierce-Arrow,1918-pierce-arrow,1918
14070,Velie,1918-velie,1918
14071,Willys,1918-willys,1918
14072,Ford,1917-ford,1917
14073,Locomobile,1917-locomobile,1917
14074,Pierce-Arrow,1917-pierce-arrow,1917
14075,Willys,1917-willys,1917
14076,Ford,1916-ford,1916
14077,Locomobile,1916-locomobile,1916
14078,Oakland,1916-oakland,1916
14079,Willys,1916-willys,1916
14080,Ford,1915-ford,1915
14081,Locomobile,1915-locomobile,1915
14082,Oakland,1915-oakland,1915
14083,Willys,1915-willys,1915
14084,Ford,1914-ford,1914
14085,Locomobile,1914-locomobile,1914
14086,Willys,1914-willys,1914
14087,Ford,1913-ford,1913
14088,International,1913-international,1913
14089,Locomobile,1913-locomobile,1913
14090,Willys,1913-willys,1913
14091,Ford,1912-ford,1912
14092,Willys,1912-willys,1912
14093,Ford,1911-ford,1911
14094,Willys,1911-willys,1911
14095,Ford,1910-ford,1910
14096,Ford,1909-ford,1909
14097,International,1907-international,1907
